V1;V2;V3;V4;V5
1;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
2;0.94405699625188;14.8221742105039;0.0636922075563559;negative;1
3;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
4;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
5;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
6;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
7;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
8;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
9;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
10;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
11;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
12;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
13;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
14;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
15;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
16;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
17;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
18;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
19;7.65822752616135;0.494280841818805;15.4936766272012;positive;0
20;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
21;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
22;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
23;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
24;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
25;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
26;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
27;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
28;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
29;13.6792508755109;0.494280841818805;27.6750578176879;positive;0
30;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
31;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
32;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
33;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
34;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
35;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
